計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
0,2026/04/22,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,wY21MmcGznkpGU3tNQ8iLCS-M1vYIUufCX_aDXdbQts
1,2026/04/22,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,rPXuXDVDa9n26foMbYu9v_LnzB1RdkR34RsoqemtkAM
1,2026/04/22,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,VphgSBhhI5fKXB7wa4JOn7icQ_YQGUbFdvze-HZbljI
0,2026/04/22,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,5ZDQJJ9i_73KUWRZvLMWaprg7lgxOJvT2Sb5wgArPV0
1,2026/04/21,楽天イーグルス,-4000,楽天カード,趣味・娯楽,スポーツ,,0,R7CLPi8joSGb1cz93BbgFL0oUTZnrS6_Y6pHdWnYpRM
1,2026/04/21,カ)セイブライオンズウエブ,-13800,楽天カード,日用品,日用品,,0,rqMrYqP4cafoPy3oBH8lR1IupBErCPIz6lURghocs3c
1,2026/04/21,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,3EuTXn2u_SZV2J0VI80mOBO-RA6oaAchXfavCWPbUCQ
1,2026/04/21,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,opj01_Aa-l1Na7FxLeT1D2R4T4ATr1ewEnaQzzPh0io
1,2026/04/20,イオンフ-ドスタイル,-965,楽天カード,日用品,日用品,,0,XisR8Z75a_dAgfIW8HQNUE017FIy15FFnITFtuZ5NHk
1,2026/04/20,トウキヨウデイズニ-リゾ-,-13800,楽天カード,現金・カード,カード引き落とし,,0,6ZZAAI9rM758yqKKGv8spNsW_qomMcjMIFu517R0unI
1,2026/04/20,シ-エヌプレイガイド,-24570,楽天カード,趣味・娯楽,スポーツ,,0,H0MlS6-1K-Yi5kPUmuGJxxtZXN8W1948QSVQ6iMrCfE
1,2026/04/20,賞与 SBAW(カ)LINEヤフ-.カ,573298,楽天銀行,収入,一時所得,,0,9mCAgaR0eX4Jj59H5xqyGsdeLVWGSDlDsuO2Kf0fwxo
1,2026/04/19,ヒナタシヨクドウ ピージー,-1360,楽天カード,未分類,未分類,,0,0AI3X-DfnavC3Oln0Vj3FKG5qf9W9bkefKtE5NhD82g
1,2026/04/19,入 宮前平 出 後楽園,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,SJxFs6aQ8W6QfZXHG6AzZl1S2jF1vI9MQAXvnOGMk7I
1,2026/04/19,入 後楽園 出 宮前平,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,T9OUM15OQqrUspMabXydxqJm0On_KKBNmkbY3bolGI0
1,2026/04/18,マクドナルド モバイルオーダー,-1450,楽天カード,食費,外食,,0,aG2FxzZUeNHFuZpoFjXzUd20-j7fXIHUsjtQa2sYesc
1,2026/04/18,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,T6kmVIbnBawxjS9e1vk_RqlFLl5pdDpnHEoj3OWZD_Y
1,2026/04/18,入 関内 出 東京,-616,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,yUXoCbQVvvl_mOj66aAsFVESc6wk466wSD1tJ8fxywo
1,2026/04/18,入 東京 出 関内,-616,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,nvEtyMly0nCd6SFuGduHFyCG098-VWv8Bqfu5LFfrFM
1,2026/04/18,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,OIZJek7MzXLr-s-_sejdxSDuhG0_isYfZ8mninLRKOI
1,2026/04/17,ユニクロ GU PLSTオンラ,-5050,楽天カード,衣服・美容,衣服,,0,bTsLTrguXehzs7NCh4QU9BACnnyvq-Jy4nftnxsOn8U
1,2026/04/17,イオンフ-ドスタイル,-535,楽天カード,日用品,日用品,,0,BIXoRglriwdoaCIXNoXXDLzYI18dFo27fi2UnRUNaHU
1,2026/04/17,マイバスケツト,-1159,楽天カード,食費,食料品,,0,nhW1Ad8Lpq9BSjvFyeRb1kG6G9VKCXxp4pzWH0cTlT0
0,2026/04/16,楽天証券投信積立0.5%~,-30000,楽天カード,未分類,未分類,,1,7vyxs2VOLtqi8lC6hYpq_E8uiRslYdAasUahQsgwmJc
0,2026/04/16,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,3H8pO4lHgskDqTUP7mUZb7g1ZLML6szui5VSeOV3Oeg
1,2026/04/16,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,A5GXjdRIrmQ8oVMyZ5slXEuzmwHc2usdg5At_EmOXBI
1,2026/04/16,入 品川 出 東京,-209,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,pvfRWRLn5-YLCOXh3Qv-ttwbpFOcbqtJCfMHeGOI--M
1,2026/04/16,入 東京 出 品川,-209,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,FGJHTjzLtmSSbXAuYhB4vF18xX6XQ5wnUFlPaE14_Rs
0,2026/04/16,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,Z4nfkyZsm62XabnyEkfvgfKxXiPMo8lxcXwby9Iniz4
1,2026/04/16,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,sTZ7sXi2_e2aetMTVQasWxOm6Y-ykH1jp0cVQSOn9r0
1,2026/04/15,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,XwWcCWvzEqq5ElXJ_Y6LHEO4rbU7fDBbDaYKaeTH7pk
1,2026/04/15,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,0_zmuVAOiq9Lo5XHvNP3lyyYJl-9Xx3vuK4qVoGle-g
1,2026/04/14,PARCO池袋,-11110,楽天カード,衣服・美容,衣服,,0,QlUNRtwhCLrPIKG2CW0MMVwlJNeJqxowijSbwV-GcyI
1,2026/04/14,トウキヨウトスイドウキヨク ス,-3806,楽天カード,水道・光熱費,水道代,,0,FKZs0aJIVKg3LK8TSmjDO5fUsciy1mdTYrOD1WHr5tM
1,2026/04/14,入 地 池袋 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,KStAYRmiTa89HfxU8Jg-XBznV3KhfpfyfhZXCdr4aRY
1,2026/04/14,入 永田町 出 地 池袋,-209,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,xF5Tkt7x9B3LUoK6yD_c8ntBypS9dQTL7p0GvJi5-o0
1,2026/04/14,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,2Z87bayy_18u3jT8VQt8PBnf3XvHiEppbapcLMs7FPw
1,2026/04/14,AP(カ)ユ-パワ-,-4059,楽天銀行,未分類,未分類,,0,veD66nov20Y7Nldc-PLY_ZivEgewtf-9vJOTuZOtDVw
1,2026/04/13,入 地 池袋 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,0SuGTEVF97xmfZS2FpCOjdRvQzRAuvkfQFM0ThvE03g
1,2026/04/13,入 永田町 出 地 池袋,-209,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,4TqfqdtUQnqVQ1uMh01MFqkl2CrG0GnpTT29enEAaiE
1,2026/04/13,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,AU_t8X9t-fRD2qUxdMbvCEDvfCGMoVXH2imd79eMllc
1,2026/04/13,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,R2VOr69P_Fq4vKlmY09bQ05ByvWh9WVKeLFvfDWq7oo
1,2026/04/12,物販,-863,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,tZnXFHQOfPHDP8d9DBwKBTuunl895rcr2IPYOsZUhlU
1,2026/04/11,フクマシシカイイン,-1930,楽天カード,未分類,未分類,,0,Wtz5p8rYunogg0WzIeCsodDyfQxlmaXyga4VgxsaT9I
1,2026/04/11,マイバスケツト,-484,楽天カード,食費,食料品,,0,uDXLj_v2gEti-WehpVpBYiZiF_gaH0yW3OZEHTUXEPc
0,2026/04/11,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,SVt5oJQVamJtecCQyxQ0G_EYNGsnE7hhbVPGAlZQ4W0
0,2026/04/11,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,X7eH5xQZ5wbpyBMqG9gFzQJKJ1spyaSxWf7utMBaEFU
1,2026/04/11,入 溝の口 出 後楽園,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,yDXiomWFgbwWBJcHjEyFEbFNdpLyKEpm-vR3eCcgDhY
1,2026/04/11,入 後楽園 出 溝の口,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,HY1UNNc2gZ6J-IkI_E5Kpluzx8SbkxGWHVvuLPPA-FY
1,2026/04/10,マイバスケツト,-1318,楽天カード,食費,食料品,,0,bl_OSuOslwD2BhW6i_f-SibHU66P44CdCd4IXk6yAso
1,2026/04/09,物販,-429,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,0IIRQNPeiF8dFYrbSySLdBu5rAl0yKPC-Bfyf8Tg1Kw
1,2026/04/08,ヨドバシカメラ パーソナル,-441,楽天カード,日用品,日用品,,0,fpSbR7svcbG2ybYD1d1H5A-59jAibTDgHaWnnvglxaM
1,2026/04/08,入 溜池山王 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,vW1DQO1ecIsfPfCQ1brPKutmMTBUxGyNEpM517HkZ5I
1,2026/04/08,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,j6SrXjMB2GJ43l3c6WPn8kcUM2GUHiRVsrYmiXgjZWA
1,2026/04/07,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Q57ao2qHxUOsYKRWTFZzwXg4dKFLNlymf0nTRne9JNE
1,2026/04/07,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,9XlOTYKnr2-WNsvZ9miQ-QjE6l5F-wUw_itITqODUXo
1,2026/04/06,アマゾン マ-ケツト プレイ,-750,楽天カード,教養・教育,書籍,,0,RTV8Km-4t7ZGvsDAju5JmoOhlPFWPXsi4lew7z94Hak
1,2026/04/06,タツプル,-4400,楽天カード,未分類,未分類,,0,e9KPsShF6-P8YQQljVWi5wwNiPqQ-SHkAuW4ZYygUbU
1,2026/04/06,マイバスケツト,-31,楽天カード,食費,食料品,,0,ck1V-ymZkeqU_OiJx3-8cJM9_f-ks54uAy-QLO2e5d0
1,2026/04/06,マイバスケツト,-846,楽天カード,食費,食料品,,0,N5RDsDUrr0DufpHshx3ZmeyRwn5NkgSfWpx_af7avfI
1,2026/04/04,楽天SP デコレーションズグッズ販売13,-3960,楽天カード,未分類,未分類,,0,aNxbk0eZNF53MkLPfSkAjP0FLajuHoPHGh98ua1dKH0
0,2026/04/04,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,6J_rEZrtuNQkfWRaglxsJk0W3H4dqwUgnHmXFuzDcbE
1,2026/04/04,マクドナルド モバイルオーダー,-1060,楽天カード,食費,外食,,0,EAtyRyx2EzuEPIqcgRLG-Jz6WRCdao2Ehn4QjiEjHaY
1,2026/04/04,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,vlfLZBhXUJ0X5Plv6IBQaILKEyfS5d7PpbSOad7wN1c
1,2026/04/04,入 舞浜 出 東京,-253,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,_zAfEisEJXsVtVKHBesZL2L7EpQMWuCirbKSK4itjHY
1,2026/04/04,入 新木場 出 舞浜,-199,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,M48AG_Q_5obaXYlwddcus_G5Lrl5VgnpQU1zkpVHT6Y
1,2026/04/04,入 地 豊洲 出 地新木場,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,P-CWS2YPvLgGySdZo325-e1OchpK54GmUIkv_u0G3dM
1,2026/04/04,入 市場前 出 ゆ 豊洲,-189,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,zUnEcXqAveDCkSfj6jM6Qowybu9yHUVjMkPLwJntnpg
1,2026/04/04,入 ゆ 豊洲 出 市場前,-189,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,GBhi7xJyNCDSlDFLhtu7smpjfvwYBgTFSELYujeNfXE
0,2026/04/04,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,j7lWHhZYv2dKZVFI_FsRcRvk1TWGfVaXMcSeJH9uNNQ
1,2026/04/04,入 銀座一丁 出 地 豊洲,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ACioTFnzQkLHZPbIRG1wqHYtri-6_KAr9jflGu_-6Y4
1,2026/04/04,入 春日 出 都日比谷,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,V0ftx1HFpEtsmvEFrtUWFg0uy5krz8k1NprRv406XIM
1,2026/04/04,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,YMwvhLo21R1xkDUFRfmE-tgzm2-qTGv1eHsPXXZOW20
1,2026/04/03,コ-クオン アツプルペイ ツ,-80,楽天カード,未分類,未分類,,0,w-I9bOsjeNxIbV49elbpO2d6Ta_61cPEI4pyuKMFG2M
1,2026/04/03,入 地 渋谷 出 後楽園,-209,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,hJ-oFxeToIOMQ0Z3_fVlZzQSfgm9GnP0dbWKkW22Hlo
1,2026/04/03,入 永田町 出 地 渋谷,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,EshCdAWad7Nvs9yI5mPvsB85p-tZNPJBIIvAjto4Yjk
1,2026/04/03,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,1VUHCUqvVGgOnw6ZXkd83W5kXYaX7lmWIKYe6E1iIys
1,2026/04/02,エ-エフブンキヨウカスガ,-7700,楽天カード,未分類,未分類,,0,Rk19PZJ1_Ike9t6K2LHlKFYikK6xra1fyZS1YY2LMSA
1,2026/04/01,イオンフ-ドスタイル,-752,楽天カード,日用品,日用品,,0,fCXPKX0Xy7E-OEN50M4c-TrbofRNxeeU_3Ej8vw1BVI
1,2026/04/01,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,EQmzj3X22Up2QJNBqEkPXqcS_k9W-3w86P4xCwTDxbY
1,2026/04/01,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,wxSN3VoL2-lBp0_NsQPjZU3_dqQ5ozJ7MzSfOT7Qj50
1,2026/04/01,ゆうちょ銀行 〇一八 普通預金 9345270 レジヤ-ズヤキユウブ(依頼人名:ミタ リヨウイチロウ 振込予定日:2026年04月01日 管理番号:20260401-68295964),-7000,楽天銀行,未分類,未分類,,0,QD9OKnwxz_P26Xy7AwwQSy30J8YdlkhGfkfzlJ6Kc_c
1,2026/03/31,マイバスケツト,-1137,楽天カード,食費,食料品,,0,LPjvo8cjBT5HB0Nc9RwTdDcw498JU1W2MjiG3fgzdHw
1,2026/03/31,マイバスケツト,-321,楽天カード,食費,食料品,,0,VKhtKKv9pKJqne3eygJQr_ECK2sbuNipYzsJHsUyZ1I
1,2026/03/31,ソフトバンクエム,-2975,楽天カード,通信費,携帯電話,,0,MsGvobwI0eIAz3yS4G6Sd7SvR-_g0H9g9jspFBjqbus
1,2026/03/31,預金利息,3390,楽天銀行,収入,その他入金,,0,NUtKL5iQeOfLicgr8-ujQzv4hxrdurpoxEprZBdXGCg
1,2026/03/29,マイバスケツト,-2528,楽天カード,食費,食料品,,0,UOyopC3U4TEYdeAMfbI7UpK45pBUmbrs4-J768nG7GM
1,2026/03/28,フクマシシカイイン,-3310,楽天カード,未分類,未分類,,0,vzESO7HBDjd6_cQEbzwXjaJpGtrb57R7L0ATSkA4_nE
1,2026/03/28,入 溝の口 出 後楽園,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,uEuSR8ciLjLjRc1pr1AAz9X52I5Yd-FD9Y-tNw1L09g
1,2026/03/28,入 後楽園 出 溝の口,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,FsL41uQ__kqS4J4uAnL5sNp-s6A50Uj1pPpxS9pzg0k
1,2026/03/28,カ-ド出金 セブン銀行003401001110429,-6000,楽天銀行,現金・カード,ATM引き出し,,0,tjYjB_PJRWQgkH6nakXA6Iz3M_J8NJyorKshAwL1N5M
1,2026/03/27,アルペン,-6649,楽天カード,趣味・娯楽,スポーツ,,0,H0U7swF3CVI_QdP-QRQVyS-czQgD_u4MVor1SaEFTD0
0,2026/03/27,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,Kp0U58fEZdbE4RsdXRdX5mBLh07VN7qNutrW1bCNBPU
1,2026/03/27,物販,-484,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,vr-Pv9XTIIzUutGW4zG84GqB1HaXGjXhN2OlerJ8gZg
1,2026/03/27,入 地 渋谷 出 後楽園,-209,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,FjZ5v6Wji5-DJ8dWomP3Zn2efrZaCMxPy5IHEwcX2QU
0,2026/03/27,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,2IX2am8BjiCoPn2kx5_-7OcaQO5rBfuIek5-gdOVlDE
1,2026/03/27,入 御茶ノ水 出 新宿,-209,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,bUMFdjGOhwOGejrqvp5lYbNBk0yArqxxJNNnlF6jb7s
1,2026/03/27,入 後楽園 出 地御茶水,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,cTZ9xjBUsELAvewnUTBS5sCcJazSD-dv1iHslPSYgFo
1,2026/03/27,入 都日比谷 出 春日,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Ct2pAADoQOEKC_JI9b3GQjT8N-nK4rTzZm5T3USmNdE
0,2026/03/27,ラクテンカ-ドサ-ビス,-202598,楽天銀行,現金・カード,カード引き落とし,,1,yGJrKr14d3H2i1FA-oT0zAEBYJK0gvSunoV-tfxVyD0
1,2026/03/27,SMBC(ニツポンガス,-1395,楽天銀行,水道・光熱費,ガス・灯油代,,0,UcDTxS--BlhYVwik0rsrcoMSIf6UDfgeZ_YccpvS6cc
1,2026/03/27,DF.ヤチントウ,-90550,楽天銀行,住宅,家賃・地代,,0,14HkwCWSNRbPwO_tpYGoQvtyd5Lu3L128N-P1nP3XMY
1,2026/03/26,TOHOシネマズ(WEB),-700,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,9BXBeZ0FFEd859dF3vFYkt0eIYpU2FCinNWbyMr33XQ
1,2026/03/26,入 永田町 出 地有楽町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,tt6gVk88C-TJ7r-CvsjYlv-9RECrhKa60-3tSW-eU04
1,2026/03/26,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,chUfmZgQ-RrxUBQoLfpUqtZFNKtpxTH1DSEazlTP0Qk
1,2026/03/25,オクナイガタスポ-ツシセツ,-5500,楽天カード,趣味・娯楽,スポーツ,,0,8cKC6Q-WwPQPYfV5pJ7e_kl7r2s0plzmZ5mwY_xdVH4
1,2026/03/25,イ-プラス,-1885,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,YOcM8y4gN2C3FFM-M5FLtwRHof_ZZ4w4NgxFxWNt4y0
1,2026/03/25,ベネフイツト ワン,-1500,楽天カード,その他,雑費,,0,1Ql3Hs60tte_rQ8p3jUBlw31n3cKQOpb2pDROhOer1U
1,2026/03/25,給与 SBAW(カ)LINEヤフ-.カ,327938,楽天銀行,収入,給与,,0,Cakvt7faSqD2eBJKVswmuH9NiV3iodELKTMJUf6ASZA
1,2026/03/24,マイバスケツト,-1114,楽天カード,食費,食料品,,0,L0RA5cIju6VjZDQ2yA6NGUuy2zSGA28T0DkclEIGkeM
1,2026/03/23,アマゾン,-791,楽天カード,未分類,未分類,,0,kiTI4wgo6ewuMtTb3hN9me63Qq8C2c2CsY637YY8b1w
1,2026/03/22,マイバスケツト,-1738,楽天カード,食費,食料品,,0,IlY9RnCgmKI48fTttB93HfbfTHBtbSeEp2tSgEtmmQ4
1,2026/03/22,物販,-589,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,AcxjN-KdAcx2EJjvixg84cH1HiacZCT2cnAFaW7nCOc
1,2026/03/21,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,L8VitF-Opsvs-f4Hn61h4WFeq6z3slqpREtywO5F5Uo
1,2026/03/21,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,vZcQPW-pDsdXu7h-3Qm92yWoi7XrUbeyRzmeqsHl1Qg
1,2026/03/21,給与・賞与・年金受取ボ-ナス金利利息,313,楽天銀行,収入,その他入金,,0,HZTbRh01BkTR_AlAouX6bsM83iNWefmdo4PKGVFMBJU
1,2026/03/21,口座振替(楽天カ-ド以外の引き落とし:1-2件)ボ-ナス金利利息,105,楽天銀行,収入,その他入金,,0,qZhKYJRWUiTiOn4AQ29CLNnw033pkE35U_DTtfEAxPU
1,2026/03/21,口座振替(楽天カ-ド以外の引き落とし:3件以上)ボ-ナス金利利息,105,楽天銀行,収入,その他入金,,0,ZjENN-AhuRKHairfWhcmLxchCBX7Wd754SIOpEQzbao
1,2026/03/21,カ-ド出金 セブン銀行003401001100324,-8000,楽天銀行,現金・カード,ATM引き出し,,0,GObPULUtq1AAs6wDje2ns_kMR0OwxwqGO1WwISpVWaI
1,2026/03/20,マクドナルド モバイルオーダー,-1390,楽天カード,食費,外食,,0,1DM0iFpjg277l2j9nLz1ScFNv9gyRB_TwkmSQQmWrNQ
1,2026/03/20,ジヤングリアチケツトウエブ,-5610,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,N3S6vPxwwIMKvGWaf97u9FIIuJaM0C_CWexbZKEJyvk
1,2026/03/20,入 都日比谷 出 春日,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,JpF_-qmqBzyTAPSSrwLWLMHCvubnmhdbbeuvP0CNZKc
1,2026/03/20,入 都水道橋 出 都日比谷,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,JG8DKsHWwnXNzXkWARPgrq_X99B5xUPn99rE4lD0Y28
1,2026/03/20,物販,-73,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,dLvWPlsXiQ0bJF8ikgz7BvRmftMH_8pblC_sThtwEsc
1,2026/03/20,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,vpICjJjbRJ3QrbXuMhwDbXOp1pDWXpFG8R-ehL9nWdk
1,2026/03/20,PayPay銀行 かわせみ支店 普通預金 2082710 ミタ リヨウイチロウ(依頼人名:ミタ リヨウイチロウ 振込予定日:2026年03月20日 管理番号:20260320-66635499),-50000,楽天銀行,現金・カード,電子マネー,,0,BVh7myxJz0QPi8nPLw8B9ZAbjMFDmyDq5azJxfxbmIk
1,2026/03/19,ニクジユウハチバンヤ アカサ,-45000,楽天カード,未分類,未分類,,0,iMpvj0a0wGTeoIpOIXc0EKo6CAgNB8reTqJC2r-v8Fw
1,2026/03/19,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,4qADe_BBkCda5zXtF0JPy4wB6yx7QB7d0uULhVCAV-c
1,2026/03/19,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,jMHL05mEc8S0PZZ7PKwKWAeqdrbFHySWg1gn73Ola-w
1,2026/03/18,オリオンツアー,-34600,楽天カード,趣味・娯楽,旅行,,0,kaAv9Fwvh6KSOmu01ZcjGcHoshU_YBHCm9CWk2ASsUw
0,2026/03/18,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,KecycaSD8MERC7rYjmXFNybkLQd9Rv014fiwDV4t2uw
1,2026/03/18,TOHOシネマズ(WEB),-3300,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,yv04TnzEpbF_YtmpiHdhlPtZCszWHqjiuSTMEmzlidw
1,2026/03/18,入 三越前 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,VE26FKODeEYRvExDjdfjfyQUCpmhatCsJSBWTBxN9Qo
1,2026/03/18,入 後楽園 出 三越前,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,lohTHtZtMhKH_KPo0uHETFdAJJbsiMb5ZoxN6EkbChE
0,2026/03/18,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,QFF3mw5yzjSlhXDXjK0I6DfrVDjMpkDH4PdcGS5a6jk
1,2026/03/17,マイバスケツト,-1243,楽天カード,食費,食料品,,0,zSTqnOYLX9F3uaJz0XnqpvXuZAoI3V_p65sGHxx0T_k
1,2026/03/17,イオンフ-ドスタイル,-966,楽天カード,日用品,日用品,,0,AV8nyfzXyliC05D8AOkHzmbfVo2Zy3diaIfukrqcFEg
1,2026/03/16,マイバスケツト,-588,楽天カード,食費,食料品,,0,PJMZwNgDGo_PVX1ZT3g3X1Wcahoz-dryDeEoapM4EK4
1,2026/03/16,マイバスケツト,-921,楽天カード,食費,食料品,,0,JKj_MrMsGlpGvnpx_tkJF1IAggSa9zEqlgCblY1thDI
0,2026/03/16,楽天証券投信積立0.5%~,-30000,楽天カード,未分類,未分類,,1,r1Q03yy7fR9lPmSdfEblcVfnbwUi5VVqTwLahp9mwSs
1,2026/03/16,AP(カ)ユ-パワ-,-5328,楽天銀行,未分類,未分類,,0,YyQfdqtQud-iXVf6tGXE-lR03kd5kF-10aFyDM7A2Mk
1,2026/03/15,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,HKtncT76Y1PXK-kuLaqg_T0DQjvng0Y4NDylDPXhR9Q
1,2026/03/15,入 横浜 出 東京,-528,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,je4wEyijbDdR3TNLy_lPLndvPaetpzqA7HM2VCdsD7g
1,2026/03/15,物販,-1100,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,0KiILUaZF4OpvqkMpbwj3RBuwbNC7ZGnG6Bc2b6fyV8
1,2026/03/15,入 東京 出 横浜,-528,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,_4BtKw3YmlTp7jOA4XGb_YbS4liuxjAi8VMedSqc41Y
1,2026/03/15,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,crk6iNY2T-EdNvhRmMltxA98or3yhWQppTnHpPYjEFc
1,2026/03/15,物販,-73,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,Cs0N3VY6pP2k8I_QQC6Qa0V-1pYWtbypg1oIKk8Tg-Q
0,2026/03/14,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,NPC6h44m1PSwH8Okp3mB1urX6at11iWh2fNZMCtGCGY
0,2026/03/14,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,ZU4NTnRqunt_1BUTZSSlQDIiyg81ETwIIT_KiabXFgk
1,2026/03/14,物販,-171,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,ZrhZtV0dZuUXzQnDXG6n23MH8Vz22v1QWZSofiLnrQg
